ID,Name,Age,Overall,Club,Value,Wage,Preferred Foot,Height,Weight
236668,G. Rojas,21,65,San Lorenzo de Almagro,€850K,€3K,Left,5'8,150lbs
243580,I. Openda,18,65,Club Brugge KV,€1.1M,€3K,Right,5'9,165lbs
190588,R. Wallace,30,65,New York City FC,€500K,€2K,Left,6'0,165lbs
198269,J. Jervis,26,65,AFC Wimbledon,€650K,€3K,Right,6'3,181lbs
211581,S. O'Neill,24,65,Orlando City SC,€625K,€2K,Right,6'2,190lbs
225149,J. Butez,23,65,Royal Excel Mouscron,€550K,€2K,Right,6'3,183lbs
239997,Raul Asencio,20,65,Benevento,€1.1M,€4K,Right,6'2,172lbs
211070,T. Hołota,27,65,Pogoń Szczecin,€450K,€2K,Right,6'0,185lbs
220030,G. Paquiez,24,65,Nîmes Olympique,€575K,€4K,Left,6'0,159lbs
223102,F. Costa,26,65,San Martin de Tucumán,€575K,€3K,Left,5'3,141lbs
223870,N. Aankour,24,65,Arka Gdynia,€675K,€2K,Right,5'8,154lbs
237438,Erik Expósito,22,65,Córdoba CF,€875K,€3K,Left,6'0,172lbs
244350,J. Donisa,24,65,Red Star FC,€750K,€2K,Right,6'0,168lbs
232831,Choi Kyu Baek,24,65,V-Varen Nagasaki,€625K,€1K,Right,6'2,168lbs
237183,M. Rojas,22,65,Defensa y Justicia,€775K,€3K,Left,6'1,159lbs
239999,Pedro Silva,21,65,CD Tondela,€775K,€2K,Right,6'2,168lbs
244607,M. Giannikoglou,25,65,AEK Athens,€500K,€1K,Right,6'2,187lbs
213376,J. Hanson,22,65,Oxford United,€825K,€3K,Right,5'10,174lbs
155264,V. Demidov,31,65,Stabæk Fotball,€375K,€1K,Right,6'1,176lbs
233088,G. Rehak,25,65,Independiente,€525K,€4K,Right,5'11,152lbs
237184,K. Bare,20,65,Málaga CF,€850K,€2K,Right,5'9,159lbs
208001,Paulo Otávio,23,65,FC Ingolstadt 04,€650K,€5K,Left,5'9,150lbs
223105,N. Oroz,24,65,CD O'Higgins,€725K,€5K,Left,5'8,161lbs
223873,A. Walongwa,24,65,FC Nantes,€550K,€5K,Right,6'0,179lbs
224129,T. Moore,20,65,Plymouth Argyle,€650K,€2K,Right,5'8,146lbs
232577,R. Yamanaka,25,65,Yokohama F. Marinos,€600K,€2K,Left,5'7,143lbs
240513,E. Hamilton,19,65,Manchester United,€1M,€11K,Left,6'1,165lbs
215170,R. Salinas,31,65,Vélez Sarsfield,€475K,€4K,Left,6'3,179lbs
217730,S. Zwierschitz,27,65,FC Admira Wacker Mödling,€450K,€3K,Right,6'0,165lbs
224130,J. Vickers,22,65,Lincoln City,€675K,€3K,Right,6'4,159lbs
237698,C. Gribbin,19,65,Manchester United,€1.2M,€11K,Left,6'0,159lbs
203139,A. Stewart,25,65,Wycombe Wanderers,€575K,€2K,Right,6'0,168lbs
212099,S. Tronstad,22,65,FK Haugesund,€675K,€1K,Right,5'8,154lbs
158595,A. Castro,31,65,Santos Laguna,€375K,€5K,Right,5'9,148lbs
225667,C. Chaplin,21,65,Coventry City,€875K,€3K,Left,5'6,152lbs
163203,D. O'Dea,31,65,Dundee FC,€375K,€2K,Left,6'1,181lbs
232067,N. Bandiera,28,65,Curicó Unido,€550K,€2K,Right,5'8,143lbs
237187,A. Figueroa,30,65,Millonarios FC,€400K,€1K,Right,6'0,168lbs
204420,J. Sternberg,25,65,1. FC Kaiserslautern,€550K,€2K,Left,6'0,170lbs
221316,M. Blázquez,27,65,Deportes Iquique,€500K,€1K,Right,6'2,183lbs
225668,K. Grant,20,65,Charlton Athletic,€1.1M,€3K,Right,6'0,154lbs
230532,A. Al Zain,26,65,Al Qadisiyah,€575K,€9K,Right,6'0,143lbs
199301,Hwang Il Soo,30,65,Ulsan Hyundai FC,€525K,€3K,Right,5'8,150lbs
206469,T. Fountas,22,65,SKN St. Pölten,€725K,€4K,Right,5'7,143lbs
211845,N. Quaschner,24,65,DSC Arminia Bielefeld,€700K,€4K,Right,6'0,179lbs
214917,G. Sepúlveda,29,65,San Luis de Quillota,€425K,€1K,Right,5'11,165lbs
216710,R. Aponzá,29,65,Jaguares de Córdoba,€525K,€1K,Right,5'9,154lbs
219782,Lei Tenglong,27,65,Beijing Sinobo Guoan FC,€525K,€4K,Right,6'0,165lbs
236678,S. Lo Faso,20,65,Palermo,€1.2M,€1K,Right,5'10,159lbs
243590,João Reis,26,65,CD Tondela,€550K,€2K,Left,5'9,146lbs
186502,G. Nijholt,28,65,NAC Breda,€450K,€3K,Left,6'0,174lbs
187782,S. Conneely,29,65,Accrington Stanley,€425K,€2K,Right,5'9,150lbs
188807,K. Conboy,30,65,Randers FC,€400K,€3K,Left,6'1,170lbs
200840,C. Nelson,25,65,Oxford United,€650K,€3K,Right,6'0,163lbs
152456,S. Brown,33,65,Port Vale,€270K,€3K,Right,6'2,192lbs
221576,Kwak Hae Seong,26,65,Incheon United FC,€525K,€2K,Right,5'10,154lbs
162952,M. Caranta,39,65,Club Atlético Talleres,€40K,€2K,Right,6'0,170lbs
178312,D. Bassi,33,65,Spezia,€270K,€1K,Right,6'3,181lbs
201353,J. Kempin,25,65,Columbus Crew SC,€450K,€2K,Right,6'1,174lbs
230793,Álvaro Traver,25,65,Real Sporting de Gijón,€675K,€3K,Right,6'2,168lbs
183945,F. Brustad,29,65,Hamilton Academical FC,€550K,€3K,Right,6'3,192lbs
221322,E. O'Connell,22,65,Bury,€625K,€3K,Right,6'1,176lbs
233098,S. Floranus,19,65,SC Heerenveen,€700K,€1K,Right,5'11,163lbs
229259,Dani Suárez,28,65,Górnik Zabrze,€450K,€2K,Right,6'2,190lbs
236427,S. Olsson,20,65,IF Elfsborg,€875K,€1K,Right,6'1,179lbs
238475,O. Verdon,22,65,FC Sochaux-Montbéliard,€650K,€2K,Right,6'3,187lbs
193931,T. Brown,27,65,Exeter City,€450K,€3K,Right,6'1,170lbs
232332,S. Ibeagha,26,65,New York City FC,€600K,€2K,Right,6'2,187lbs
234380,G. Modica,27,65,SV Wehen Wiesbaden,€525K,€2K,Right,6'0,183lbs
234636,A. Pavlović,24,65,SK Rapid Wien,€725K,€5K,Left,6'2,168lbs
237708,M. Sylla,18,65,AS Monaco,€1.1M,€8K,Right,5'11,154lbs
177036,K. Guédé,33,65,SV Sandhausen,€350K,€2K,Right,6'0,192lbs
186508,A. Østbø,27,65,Rosenborg BK,€475K,€2K,Right,6'0,165lbs
189836,J. Mills,28,65,Forest Green Rovers,€425K,€4K,Left,5'9,154lbs
208781,W. Marinus,23,65,FC Emmen,€725K,€2K,Right,5'10,161lbs
223629,S. Al Jaman,24,65,Al Wehda,€675K,€6K,Right,5'9,143lbs
244365,I. Koneh,23,65,Boavista FC,€725K,€2K,Right,6'0,150lbs
237198,A. Leautey,22,65,Chamois Niortais Football Club,€800K,€2K,Right,5'8,150lbs
193422,T. Børven,26,65,Odds BK,€650K,€2K,Right,6'1,159lbs
215695,L. Nielsen,31,65,Trelleborgs FF,€375K,€1K,Right,6'2,168lbs
205712,Bruno Andrade,24,65,Lincoln City,€675K,€5K,Right,5'9,163lbs
225168,V. Jacob,24,65,Chamois Niortais Football Club,€725K,€2K,Right,5'7,148lbs
228240,R. Lacazette,24,65,TSV 1860 München,€625K,€4K,Right,5'9,161lbs
232592,T. Nishino,24,65,Gamba Osaka,€625K,€3K,Right,6'2,161lbs
236432,D. Sosa,20,65,Club Atlético Tigre,€650K,€3K,Left,5'10,163lbs
244112,D. Kyereh,22,65,SV Wehen Wiesbaden,€775K,€2K,Right,5'10,161lbs
204689,I. Ouédraogo,29,65,SKN St. Pölten,€550K,€5K,Right,5'10,172lbs
221329,A. Smith-Brown,22,65,Plymouth Argyle,€700K,€3K,Right,5'10,163lbs
226705,D. Atanga,21,65,SpVgg Greuther Fürth,€850K,€6K,Left,5'11,143lbs
232849,R. Ogawa,21,65,FC Tokyo,€650K,€2K,Left,6'0,172lbs
238225,Olabe,22,65,Extremadura UD,€850K,€10K,Right,5'10,154lbs
240017,A. Skov Olsen,18,65,FC Nordsjælland,€1.1M,€2K,Left,5'11,154lbs
205202,W. Golla,26,65,Śląsk Wrocław,€550K,€2K,Right,6'1,176lbs
223378,A. Çeviker,28,65,Akhisar Belediyespor,€500K,€4K,Right,5'10,154lbs
241810,Chumi,19,65,FC Barcelona,€1M,€11K,Right,6'1,172lbs
211859,M. Ahlschwede,28,65,FC Würzburger Kickers,€450K,€2K,Right,6'1,172lbs
216979,R. Dadashov,26,65,SC Preußen Münster,€650K,€2K,Right,6'3,185lbs
222611,D. Rodríguez,22,65,Belgrano de Córdoba,€850K,€4K,Right,5'7,148lbs
158867,A. Gerrard,32,65,Carlisle United,€300K,€3K,Right,6'2,183lbs
234899,O. Franco,25,65,Rionegro Águilas,€700K,€2K,Right,6'1,187lbs
169619,G. Liddle,32,65,Carlisle United,€300K,€3K,Right,6'1,174lbs
237203,C. Paredes,20,65,Portland Timbers,€1.2M,€10K,Right,6'0,165lbs
140180,M. Ogasawara,39,65,Kashima Antlers,€40K,€2K,Right,5'8,159lbs
215700,L. O'Nien,23,65,Sunderland,€700K,€3K,Right,5'9,163lbs
219796,Einar Galilea,24,65,FC Sochaux-Montbéliard,€675K,€5K,Left,5'11,154lbs
231828,F. Tingager,25,65,Eintracht Braunschweig,€600K,€2K,Right,6'6,207lbs
179860,R. Reid,29,65,Forest Green Rovers,€550K,€5K,Right,6'0,170lbs
245396,V. Supriaga,18,65,Dynamo Kyiv,€1.1M,€1K,Right,6'0,165lbs
220821,C. Starfelt,23,65,IFK Göteborg,€625K,€1K,Right,6'1,179lbs
165269,R. Boukari,31,65,La Berrichonne de Châteauroux,€475K,€2K,Right,6'2,154lbs
244117,E. Vandenabeele,26,65,Grenoble Foot 38,€550K,€2K,Right,6'0,170lbs
138390,D. Fox,34,65,Plymouth Argyle,€160K,€3K,Right,5'9,170lbs
223638,D. Boldor,23,65,Foggia,€600K,€1K,Left,6'2,176lbs
140183,S. Narazaki,42,65,Nagoya Grampus,€40K,€1K,Right,6'2,176lbs
211095,N. Brock-Madsen,25,65,Birmingham City,€700K,€8K,Right,6'3,176lbs
228759,K. Boto,22,65,AJ Auxerre,€800K,€2K,Left,5'11,157lbs
53655,J. Bothroyd,36,65,Hokkaido Consadole Sapporo,€190K,€1K,Left,6'3,196lbs
201112,J. Słowik,26,65,Śląsk Wrocław,€450K,€2K,Right,6'3,181lbs
203416,L. Norris,25,65,Colchester United,€650K,€5K,Right,6'0,185lbs
204184,D. Schmidt,26,65,SC Heerenveen,€525K,€2K,Right,5'10,161lbs
205720,A. Longhi,29,65,Brescia,€400K,€1K,Left,5'11,170lbs
211864,D. Dziwniel,25,65,Zagłębie Lubin,€550K,€2K,Left,5'10,159lbs
233880,G. Fechner,20,65,1. FC Kaiserslautern,€850K,€1K,Right,6'2,172lbs
172952,T. Diagouraga,31,65,Swindon Town,€475K,€4K,Right,6'2,159lbs
200601,Yoon Bit Garam,28,65,Sangju Sangmu FC,€525K,€1K,Right,5'10,165lbs
235161,J. Maja,19,65,Sunderland,€1.2M,€2K,Right,5'11,163lbs
203930,O. Cissé,27,65,Milton Keynes Dons,€500K,€4K,Left,6'5,187lbs
140442,A. Butler,34,65,Doncaster Rovers,€160K,€3K,Left,6'0,183lbs
220314,O. Marciano,28,65,Hibernian,€450K,€2K,Right,6'4,192lbs
210843,H. Kadish,25,65,Al Hilal,€550K,€8K,Left,5'10,161lbs
213147,J. Allen,23,65,Burton Albion,€825K,€3K,Right,5'11,159lbs
228763,G. Melkadze,21,65,Spartak Moscow,€850K,€1K,Right,6'0,185lbs
232859,K. Hashimoto,24,65,FC Tokyo,€700K,€3K,Right,5'11,163lbs
222620,Hu Rentian,27,65,Hebei China Fortune FC,€575K,€4K,Right,5'9,150lbs
233884,C. Pickel,21,65,Neuchâtel Xamax,€1.1M,€3K,Right,6'1,168lbs
246172,S. Chukwueze,19,65,Villarreal CF,€1.2M,€4K,Left,5'8,154lbs
190620,D. Andrew,27,65,Doncaster Rovers,€450K,€3K,Left,5'11,159lbs
217502,A. Kofler,31,65,Wolfsberger AC,€325K,€3K,Right,6'4,192lbs
222878,T. Walker,21,65,Mansfield Town,€875K,€10K,Right,5'10,139lbs
237726,N. Venema,19,65,FC Utrecht,€950K,€3K,Right,5'11,157lbs
209567,R. Sufyani,31,65,Al Taawoun,€475K,€6K,Left,5'11,154lbs
155551,J. Borring,33,65,AC Horsens,€325K,€3K,Left,6'4,179lbs
221599,N. Nyauza,28,65,Orlando Pirates,€425K,€1K,Right,5'9,170lbs
230303,Marcelo Vildeia,34,65,Grêmio,€280K,€8K,Right,5'8,152lbs
235167,V. Janelt,20,65,VfL Bochum 1848,€925K,€4K,Left,6'0,174lbs
243615,L. Nieuwpoort,23,65,De Graafschap,€600K,€2K,Left,6'2,154lbs
241312,Hu Jinghang,21,65,Henan Jianye FC,€825K,€4K,Right,5'10,150lbs
242336,Aguado,22,65,Córdoba CF,€900K,€2K,Right,5'9,146lbs
177568,A. Raineau,32,65,La Berrichonne de Châteauroux,€300K,€2K,Left,5'10,165lbs
183712,S. Mölders,33,65,TSV 1860 München,€350K,€3K,Left,6'2,181lbs
155041,C. Mackail-Smith,34,65,Wycombe Wanderers,€280K,€3K,Right,5'10,172lbs
182689,A. Power,30,65,Kilmarnock,€400K,€2K,Right,5'10,159lbs
224930,A. Sabbione,26,65,Carpi,€625K,€1K,Right,6'2,174lbs
201891,D. Tadić,28,65,TSV Hartberg,€550K,€3K,Right,5'10,170lbs
215459,G. Karlen,25,65,Neuchâtel Xamax,€700K,€3K,Right,6'1,174lbs
216227,K. Jackson,24,65,Ipswich Town,€700K,€3K,Right,5'11,161lbs
152483,G. Zakuani,32,65,Gillingham,€300K,€2K,Right,6'1,150lbs
219555,J. Mezú,28,65,Jaguares de Córdoba,€550K,€1K,Right,5'7,163lbs
224163,A. Verschueren,21,65,NAC Breda,€600K,€2K,Right,6'1,161lbs
232611,K. Miyahara,22,65,Nagoya Grampus,€700K,€2K,Right,5'8,148lbs
236196,Nito Carbelho,26,65,Fluminense,€600K,€8K,Right,5'11,165lbs
239268,N. Manzambi,21,65,Real Sporting de Gijón,€1.2M,€5K,Right,5'10,181lbs
53412,A. Ferdinand,33,65,St. Mirren,€220K,€2K,Right,6'0,157lbs
193956,B. Pringle,29,65,Grimsby Town,€525K,€4K,Left,5'8,163lbs
202661,D. Boysen,27,65,IF Elfsborg,€575K,€2K,Right,5'10,157lbs
144037,G. Kusunga,30,65,Dundee FC,€400K,€2K,Right,6'1,183lbs
216485,A. Tshibola,23,65,Kilmarnock,€700K,€5K,Right,6'3,179lbs
223653,C. Jopia,26,65,CD Huachipato,€525K,€1K,Left,5'9,165lbs
208294,Francisco Júnior,26,65,Strømsgodset IF,€650K,€1K,Right,5'8,143lbs
208806,M. Fox,24,65,Sheffield Wednesday,€575K,€6K,Left,6'1,172lbs
228518,A. Hanche-Olsen,21,65,Stabæk Fotball,€700K,€1K,Right,6'1,163lbs
138151,J. Welsh,34,65,Grimsby Town,€160K,€3K,Right,5'7,161lbs
223143,U. Garcia,22,65,BSC Young Boys,€650K,€4K,Left,6'0,172lbs
232871,Gao Zhunyi,22,65,Hebei China Fortune FC,€725K,€3K,Right,6'1,154lbs
241831,M. Hildebrandt,29,65,Atlanta United,€425K,€2K,Right,6'1,190lbs
180903,J. O'Shea,29,65,Bury,€525K,€5K,Right,6'0,154lbs
243624,J. Thomassen,25,65,De Graafschap,€700K,€3K,Right,6'2,172lbs
186536,B. Shea,28,65,Vancouver Whitecaps FC,€550K,€2K,Left,6'3,190lbs
202921,J. Gleeson,28,65,Portland Timbers,€425K,€2K,Right,6'3,201lbs
205225,M. Akça,27,65,Yeni Malatyaspor,€450K,€4K,Right,6'0,165lbs
214185,S. Romero,29,65,Atlético Bucaramanga,€550K,€1K,Right,5'8,154lbs
163754,D. Mirfin,33,65,Mansfield Town,€220K,€5K,Right,6'2,207lbs
234154,C. Martinez,21,65,Columbus Crew SC,€725K,€2K,Right,5'7,174lbs
182442,M. Nichols,29,65,Wellington Phoenix,€525K,€2K,Right,5'11,165lbs
187818,A. Borysiuk,26,65,Lechia Gdańsk,€550K,€2K,Right,5'11,154lbs
215211,B. Cargill,22,65,Milton Keynes Dons,€825K,€3K,Left,6'2,192lbs
237739,R. Shindo,22,65,Hokkaido Consadole Sapporo,€625K,€1K,Right,6'0,163lbs
243627,Y. Adli,17,65,Paris Saint-Germain,€1.1M,€7K,Right,6'1,172lbs
200876,G. Gigliotti,28,65,US Salernitana 1919,€500K,€1K,Left,5'11,159lbs
208812,M. Benning,24,65,Mansfield Town,€575K,€4K,Left,5'10,170lbs
234668,F. Ananou,20,65,FC Ingolstadt 04,€725K,€4K,Right,6'0,172lbs
200877,M. Scavone,31,65,Lecce,€475K,€10K,Left,6'2,163lbs
237997,U. Antuna,20,65,FC Groningen,€875K,€2K,Right,5'9,130lbs
230574,G. Carpani,24,65,Ascoli,€700K,€1K,Right,6'0,183lbs
208303,Bae Seul Gi,33,65,Pohang Steelers,€220K,€2K,Right,6'0,174lbs
155567,P. Nymann,35,65,AC Horsens,€120K,€2K,Right,5'10,165lbs
222639,R. Ramírez,21,65,Godoy Cruz,€675K,€2K,Right,6'2,161lbs
224175,M. de Fockert,23,65,Excelsior,€550K,€1K,Right,6'2,161lbs
199088,Wang Gang,29,65,Beijing Renhe FC,€400K,€4K,Right,6'2,179lbs
236464,J. Ngoy,20,65,Grasshopper Club Zürich,€1.1M,€9K,Right,6'1,172lbs
184753,S. Madden,30,65,St. Patrick's Athletic,€400K,€1K,Right,5'10,170lbs
225202,Carlos Nieto,22,65,Real Zaragoza,€625K,€2K,Left,5'10,163lbs
232626,Oh Jae Suk,28,65,Gamba Osaka,€425K,€3K,Right,5'10,163lbs
237490,P. Sontheimer,19,65,SpVgg Greuther Fürth,€900K,€1K,Right,5'6,143lbs
240050,S. Karamoko,25,65,Paris FC,€550K,€2K,Right,5'7,143lbs
244402,H. El Mokeddem,19,65,Toulouse Football Club,€850K,€4K,Left,5'7,143lbs
205491,J. Espericueta,23,65,Puebla FC,€700K,€11K,Left,5'10,170lbs
213171,Ka Sol Heon,27,65,Jeonnam Dragons,€450K,€2K,Right,6'4,190lbs
236467,F. Götze,20,65,FC Augsburg,€1.1M,€4K,Right,6'1,172lbs
239795,C. Ekuban,24,65,Trabzonspor,€750K,€10K,Right,5'11,176lbs
193715,A. Tahar,28,65,Boavista FC,€450K,€2K,Right,5'9,154lbs
213428,C. Irwin,29,65,Toronto FC,€375K,€2K,Right,6'3,194lbs
221620,M. Hairston,24,65,Colorado Rapids,€575K,€2K,Right,6'0,157lbs
227764,J. Jones,20,65,Coventry City,€975K,€2K,Left,5'10,161lbs
229300,S. Barry,28,65,Real Salt Lake,€425K,€2K,Right,6'0,170lbs
239028,A. Koita,19,65,KAA Gent,€950K,€3K,Right,5'8,161lbs
179636,D. Worrall,28,65,Port Vale,€550K,€5K,Right,5'7,148lbs
214197,J. Guillermo,28,65,Deportivo Pasto,€450K,€1K,Right,5'9,168lbs
153269,H. Guy,33,65,Al Qadisiyah,€325K,€5K,Right,5'7,143lbs
223925,A. Brunst,22,65,1. FC Magdeburg,€625K,€3K,Right,6'5,194lbs
232117,J. Dacosta,22,65,Chamois Niortais Football Club,€675K,€2K,Right,6'0,170lbs
232373,R. Moriwaki,32,65,Urawa Red Diamonds,€300K,€3K,Right,5'10,165lbs
169909,J. Brown,29,65,Coventry City,€400K,€3K,Left,5'9,150lbs
191157,M. Dyrestam,26,65,Kalmar FF,€550K,€1K,Right,6'2,185lbs
191669,Jeong Hyuk,32,65,Jeonbuk Hyundai Motors,€400K,€3K,Right,5'9,154lbs
209334,S. Grether,26,65,FC Luzern,€550K,€4K,Right,5'10,165lbs
194998,J. Ness,27,65,Plymouth Argyle,€600K,€3K,Left,5'10,154lbs
204727,H. Dahmani,30,65,SC Fortuna Köln,€500K,€1K,Left,5'10,172lbs
206263,T. Hopper,24,65,Southend United,€700K,€3K,Left,6'1,168lbs
238263,F. Knudsen,21,65,FK Haugesund,€850K,€1K,Right,6'3,183lbs
226232,J. Pohl,22,65,FC Groningen,€925K,€3K,Right,6'0,170lbs
240312,I. Paro,23,65,Chamois Niortais Football Club,€625K,€2K,Right,6'0,174lbs
243384,C. Munder,18,65,Universidad Católica,€850K,€2K,Right,5'5,126lbs
222393,J. Cano,35,65,La Equidad,€120K,€1K,Right,5'9,163lbs
231353,E. Iyoha,20,65,FC Erzgebirge Aue,€975K,€6K,Right,6'3,190lbs
166841,N. Adams,31,65,Bury,€475K,€4K,Right,5'9,154lbs
239545,J. Godínez,21,65,Guadalajara,€1.1M,€8K,Right,6'0,174lbs
240057,C. Mandouki,26,65,Paris FC,€625K,€2K,Right,5'11,161lbs
242361,M. Atwa,27,65,Al Raed,€500K,€5K,Right,6'0,172lbs
203450,J. Washausen,29,65,Hallescher FC,€425K,€1K,Right,6'1,174lbs
207546,Shim Dong Woon,28,65,Sangju Sangmu FC,€525K,€2K,Left,5'7,152lbs
225722,P. Jaquez,22,65,U.N.A.M.,€825K,€4K,Right,5'11,165lbs
232122,Everton,24,65,Clube Sport Marítimo,€700K,€3K,Right,6'1,179lbs
173498,L. James,30,65,Forest Green Rovers,€500K,€4K,Right,5'10,163lbs
223931,H. Matthys,22,65,Excelsior,€650K,€2K,Left,6'0,170lbs
232379,N. Ishihara,33,65,Vegalta Sendai,€350K,€2K,Right,5'8,137lbs
237499,A. Sabiri,21,65,Huddersfield Town,€925K,€8K,Right,6'1,176lbs
184763,Y. Thuram,29,65,Le Havre AC,€375K,€2K,Right,6'2,198lbs
206524,J. Willis,23,65,Coventry City,€650K,€2K,Right,5'11,154lbs
211388,L. Ghiringhelli,26,65,Cittadella,€550K,€1K,Right,6'0,168lbs
216508,F. Kath,23,65,SC Freiburg,€700K,€5K,Left,6'1,172lbs
222396,D. Ball,22,65,Aberdeen,€650K,€7K,Right,6'1,165lbs
238780,D. Volkmer,22,65, SSV Jahn Regensburg,€650K,€3K,Left,6'4,194lbs
183228,B. Augustyn,30,65,Lechia Gdańsk,€400K,€2K,Right,6'3,187lbs
217277,Ángel Galván,25,65,CD Tenerife,€525K,€2K,Right,6'3,183lbs
223677,F. Jamnig,27,65,LASK Linz,€575K,€3K,Right,6'0,154lbs
203454,J. Reinhardt,30,65,FSV Zwickau,€400K,€1K,Right,6'0,165lbs
224702,Liu Dianzuo,28,65,Guangzhou Evergrande Taobao FC,€375K,€4K,Right,6'2,181lbs
231614,F. Reese,20,65,SpVgg Greuther Fürth,€975K,€6K,Right,6'2,168lbs
237758,K. Matsubara,21,65,Shimizu S-Pulse,€650K,€1K,Left,6'0,159lbs
238014,R. Janssen,28,65,VVV-Venlo,€425K,€2K,Left,5'10,154lbs
184254,J. Ayala,30,65,Rosario Central,€350K,€3K,Left,6'0,187lbs
221631,M. Lundemo,24,65,Rosenborg BK,€750K,€2K,Right,6'2,181lbs
224191,A. Ciranni,22,65,Fortuna Sittard,€650K,€2K,Right,5'9,154lbs
231103,B. Konaté,22,65,Chamois Niortais Football Club,€650K,€2K,Right,5'11,146lbs
236991,A. Crognale,23,65,Columbus Crew SC,€675K,€2K,Right,6'5,205lbs
191679,Kwak Kwang Sun,32,65,Suwon Samsung Bluewings,€300K,€2K,Left,6'2,170lbs
208832,F. Boyer,27,65,Grenoble Foot 38,€500K,€2K,Left,6'2,176lbs
219840,Noblejas,25,65,Real Sporting de Gijón,€600K,€3K,Left,6'2,170lbs
157888,Q. Westberg,32,65,AJ Auxerre,€300K,€2K,Right,6'0,161lbs
228544,S. Daham,22,65,FC Sochaux-Montbéliard,€900K,€2K,Right,5'11,154lbs
165568,M. Fellah,29,65,Sandefjord Fotball,€525K,€1K,Left,5'6,154lbs
232896,T. Miyayoshi,25,65,Hokkaido Consadole Sapporo,€650K,€2K,Right,5'8,146lbs
235456,J. Bellegarde,20,65,Racing Club de Lens,€925K,€2K,Right,5'7,146lbs
240064,O. Ba,22,65,GFC Ajaccio,€725K,€1K,Right,6'4,185lbs
203457,M. Fetsch,29,65,Hallescher FC,€550K,€2K,Right,6'2,181lbs
224449,H. Ekstein,27,65,Kaizer Chiefs,€625K,€1K,Right,5'9,143lbs
241089,C. Bayala,22,65,Racing Club de Lens,€750K,€3K,Right,5'11,150lbs
209602,T. Cancellotti,26,65,Cittadella,€625K,€1K,Right,6'1,165lbs
233410,Kweon Han Jin,30,65,Jeju United FC,€400K,€2K,Right,6'2,170lbs
171970,E. Upson,28,65,Bristol Rovers,€525K,€3K,Right,5'11,161lbs
192450,A. Cook,27,65,Walsall,€575K,€3K,Right,6'1,159lbs
210883,L. Miracoli,26,65,Brescia,€675K,€2K,Left,6'3,187lbs
223427,L. Jäger,24,65,1. FC Nürnberg,€625K,€5K,Right,6'0,163lbs
237507,Park Yi-Young,24,65,FC St. Pauli,€600K,€4K,Left,6'1,157lbs
199620,S. Payne,26,65,Bristol Rovers,€600K,€3K,Right,5'11,163lbs
233156,S. Arai,29,65,Kawasaki Frontale,€375K,€2K,Right,6'1,181lbs
221381,L. Tipton,25,65,Atlético Huila,€475K,€1K,Left,5'10,172lbs
224965,C. Doidge,25,65,Bolton Wanderers,€675K,€5K,Right,6'1,170lbs
231109,A. Ndom,22,65,Stade de Reims,€725K,€4K,Left,6'2,176lbs
233157,N. Medvedev,23,65,Lokomotiv Moscow,€625K,€1K,Right,6'4,176lbs
237765,K. Murata,29,65,Shimizu S-Pulse,€525K,€2K,Right,5'7,141lbs
242629,João Moutinho,20,65,Los Angeles FC,€1.1M,€2K,Right,6'0,154lbs
179909,A. Annan,31,65,HJK Helsinki,€375K,€1K,Right,5'9,141lbs
186565,S. Wagstaff,28,65,AFC Wimbledon,€550K,€3K,Right,5'10,174lbs
233670,A. Fukumori,25,65,Hokkaido Consadole Sapporo,€600K,€1K,Left,6'0,165lbs
221383,Ryu Seung Woo,24,65,Jeju United FC,€750K,€2K,Right,5'8,150lbs
225735,D. Baumann,23,65,FC Würzburger Kickers,€725K,€2K,Right,5'10,179lbs
229831,O. Rodríguez,21,65,Club León,€800K,€5K,Left,5'9,161lbs
186823,Pedrinho,33,65,CD Aves,€210K,€3K,Right,5'10,161lbs
237256,J. Ebobisse,21,65,Portland Timbers,€875K,€2K,Left,6'0,174lbs
172232,J. Toivio,30,65,BK Häcken,€400K,€1K,Right,6'1,192lbs
178120,M. Bruccini,32,65,Cosenza,€400K,€1K,Right,6'0,154lbs
190152,César Ortiz,29,65,SV Mattersburg,€425K,€5K,Right,6'0,159lbs
222410,K. Veendorp,21,65,FC Emmen,€775K,€1K,Right,6'0,170lbs
228810,J. Amoah,23,65,Vitória Guimarães,€775K,€3K,Right,5'10,157lbs
210123,P. González,25,65,Puebla FC,€675K,€2K,Right,5'9,154lbs
228299,R. Amin,22,65,Östersunds FK,€750K,€2K,Right,5'10,165lbs
232907,H. Otani,33,65,Kashiwa Reysol,€220K,€3K,Right,5'9,148lbs
233163,S. Kikuchi,26,65,Shonan Bellmare,€625K,€1K,Right,5'11,165lbs
236747,L. González,27,65,Deportes Tolima,€575K,€1K,Right,5'7,146lbs
176075,M. Burch,34,65,Minnesota United FC,€150K,€2K,Left,6'1,181lbs
183499,Y. Amankwah,29,65,Hobro IK,€425K,€3K,Right,6'5,207lbs
189387,T. Mickel,29,65,Hamburger SV,€375K,€3K,Right,6'1,185lbs
201932,Kim Dong Woo,30,65,FC Seoul,€400K,€2K,Right,6'2,192lbs
202444,S. Calvano,24,65,Hellas Verona,€675K,€1K,Right,6'0,165lbs
222156,J. Bree,20,65,Aston Villa,€850K,€3K,Right,5'10,163lbs
244684,V. Damascan,19,65,Torino,€1.2M,€6K,Right,5'11,152lbs
